,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2286,0.78,3,5,2,62.4,59.0,5.86,5.91,3.67,2460.496004725495
2287,0.9,3,4,2,64.2,56.0,6.04,6.11,3.9,3028.2384253657397
2288,0.55,4,7,3,61.6,56.0,5.28,5.24,3.24,1747.0162776705802
2289,1.11,4,4,4,60.4,58.0,6.76,6.72,4.07,6443.24416499014
2290,1.33,4,2,5,61.5,58.0,7.06,7.02,4.33,8319.433597423516
2291,0.41,4,4,4,61.4,59.0,4.79,4.75,2.93,988.0039689859437
2292,0.34,5,5,2,60.1,56.0,4.54,4.55,2.73,541.1496357051309
2293,1.42,4,3,3,62.3,58.0,7.15,7.19,4.47,8239.91909409819
2294,0.28,5,5,6,61.8,56.0,4.22,4.26,2.62,636.1531928426292
2295,1.04,2,7,2,57.6,63.0,6.67,6.7,3.85,4465.4498362515615
2296,0.59,5,1,4,60.8,57.0,5.47,5.42,3.31,1364.235006590213
2297,0.5,4,7,3,61.2,60.0,5.14,5.09,3.13,1460.0459132566348
2298,0.95,3,6,3,62.8,59.0,6.21,6.25,3.91,4557.03212554724
2299,0.3,5,4,5,61.8,57.0,4.29,4.32,2.66,623.9234905331829
2300,0.71,5,5,5,61.5,57.0,5.74,5.71,3.52,3360.177658204679
2301,0.56,3,4,5,60.2,56.0,5.35,5.37,3.23,1924.1634506906455
2302,1.02,3,3,3,62.8,59.0,6.33,6.38,3.99,4299.756267520437
2303,0.47,3,3,4,57.2,60.0,5.18,5.21,2.97,1147.815945705179
2304,1.15,4,4,3,62.2,56.0,6.76,6.68,4.18,5999.1011167949
2305,0.81,3,3,5,62.2,57.0,5.91,5.94,3.69,3559.861854998541
2306,1.52,3,5,2,63.1,60.0,7.25,7.21,4.56,8640.44459413365
2307,1.59,3,3,6,63.0,58.0,7.43,7.48,4.7,13832.642339410086
2308,1.14,4,5,3,59.6,58.0,6.8,6.78,4.05,6277.463416689407
2309,0.33,5,6,7,61.6,56.0,4.44,4.46,2.74,981.66822625233
2310,0.24,5,4,6,61.2,56.0,3.99,4.02,2.45,447.38476069706246
2311,0.56,3,3,2,62.0,63.0,5.26,5.21,3.27,1144.583608714306
2312,1.53,4,3,2,62.5,59.0,7.4,7.36,4.61,7805.718947856713
2313,0.4,5,2,5,60.9,56.0,4.76,4.8,2.91,885.084856454475
2314,0.33,5,3,5,62.0,55.0,4.46,4.44,2.76,689.3823292706879
2315,0.7,3,2,2,62.4,58.0,5.64,5.68,3.53,1557.1582626746895
2316,1.24,4,3,3,60.4,59.0,6.97,6.93,4.2,6384.017611747581
2317,0.54,5,6,4,61.3,55.0,5.24,5.26,3.22,1896.6686437580984
2318,1.31,3,3,4,60.4,58.0,7.04,7.09,4.27,7906.875691087093
2319,0.51,2,3,3,63.7,56.0,5.07,5.1,3.24,1121.6068466565412
2320,0.31,5,4,8,61.0,56.0,4.37,4.39,2.67,831.5916433212548
2321,0.7,5,7,3,61.2,54.0,5.79,5.75,3.53,2810.327905420179
2322,0.9,5,3,6,62.0,57.0,6.15,6.2,3.83,4975.241782586525
2323,0.3,3,7,2,61.2,60.0,4.28,4.31,2.63,446.90787580675754
2324,1.02,3,4,4,63.5,56.0,6.43,6.38,4.07,5345.770194151642
2325,1.13,3,2,5,61.7,54.0,6.71,6.74,4.15,5955.146253286331
2326,0.43,3,5,3,62.5,56.0,4.82,4.85,3.02,974.1373482640158
2327,1.27,3,2,5,60.6,59.0,7.04,6.96,4.24,7419.821181584308
2328,1.52,5,2,5,62.4,57.0,7.32,7.36,4.58,10928.222089512497
2329,0.35,4,5,4,61.4,59.0,4.53,4.56,2.79,780.2357100079834
2330,0.3,3,4,3,62.5,56.0,4.27,4.3,2.68,464.9696291174192
2331,0.56,5,3,8,60.4,57.0,5.35,5.39,3.24,2337.965479049646
2332,0.51,5,5,6,61.8,56.0,5.13,5.16,3.18,1967.1721272285708
2333,0.71,3,3,3,61.5,56.0,5.71,5.75,3.53,2173.775816817987
2334,0.3,5,5,3,62.1,55.0,4.31,4.35,2.69,519.3896602726716
2335,0.41,4,5,4,61.6,59.0,4.74,4.77,2.93,1050.9880967534111
2336,0.5,4,6,5,62.8,59.0,5.09,5.0,3.17,1787.7337040260227
2337,0.56,5,7,4,60.6,56.0,5.33,5.37,3.24,2119.6703543919934
2338,1.27,5,5,2,62.0,55.0,6.9,6.95,4.3,6469.030908018913
2339,1.06,4,7,4,62.3,59.0,6.48,6.52,4.05,6898.0644563004325
2340,1.07,4,7,8,60.9,58.0,6.67,6.57,4.03,9792.312392753127
2341,1.02,4,4,3,63.0,55.0,6.45,6.4,4.05,4786.315913128503
2342,1.0,3,3,3,63.4,56.0,6.37,6.34,4.03,4142.401644176226
2343,0.34,5,5,4,62.5,55.0,4.51,4.48,2.81,754.7408454509924
2344,1.2,3,4,2,61.8,60.0,6.78,6.85,4.21,5204.913586848504
2345,0.58,5,6,4,61.6,55.0,5.33,5.38,3.3,2169.8011685043903
2346,0.3,2,3,3,63.8,55.0,4.2,4.26,2.7,413.0209418198117
2347,2.0,4,7,2,61.6,59.0,8.09,8.2,5.02,16343.890730577135
2348,0.3,4,6,5,61.4,59.0,4.32,4.28,2.64,683.3227526097461
2349,0.3,5,6,6,61.1,57.0,4.34,4.36,2.65,761.9086976012863
2350,1.01,3,3,2,63.4,55.0,6.35,6.29,4.01,3474.3409554507653
2351,0.43,4,7,3,61.2,58.0,4.87,4.83,2.97,1099.122419418086
2352,0.51,4,5,5,60.2,58.0,5.25,5.21,3.15,1764.271069574319
2353,1.0,4,6,3,61.9,62.0,6.4,6.34,3.94,5159.147963570574
2354,0.31,5,3,6,61.2,56.0,4.34,4.37,2.66,668.8730062321031
2355,0.31,5,4,7,61.9,55.0,4.36,4.3,2.68,779.967779661888
2356,0.51,5,2,3,62.5,57.0,5.07,5.1,3.18,1094.3415428936617
2357,0.77,4,7,4,61.3,60.0,5.92,5.89,3.62,3779.0143527815117
2358,0.7,5,4,2,61.2,56.0,5.73,5.78,3.52,1981.217904711779
2359,0.58,3,6,2,59.0,62.0,5.46,5.49,3.23,1481.5279534926017
2360,0.74,3,3,3,62.4,58.0,5.71,5.76,3.58,2349.9217736005103
2361,0.35,3,6,8,57.9,56.0,4.71,4.75,2.74,1113.4726690164027
2362,0.52,5,6,4,61.2,56.0,5.16,5.23,3.18,1766.5789755837889
2363,0.31,5,5,4,62.8,56.0,4.32,4.28,2.7,634.262070569314
2364,1.54,4,4,3,60.5,61.0,7.47,7.44,4.51,10395.776575945461
2365,0.76,3,3,8,62.6,57.0,5.8,5.83,3.64,3956.4348557114945
2366,0.27,3,6,6,62.5,59.0,4.09,4.14,2.57,595.0113133454491
2367,0.91,4,7,2,61.0,61.0,6.24,6.16,3.78,3710.9914415745593
2368,0.53,2,7,4,58.4,58.0,5.31,5.38,3.12,1750.5243979372801
2369,1.5,2,7,2,60.2,65.0,7.37,7.34,4.43,8898.672290010585
2370,0.33,5,6,5,60.6,57.0,4.5,4.54,2.74,835.2760550966264
2371,0.91,2,6,1,57.7,63.0,6.35,6.3,3.65,2385.952864209998
2372,0.55,3,2,4,61.0,57.0,5.31,5.32,3.24,1379.1989103509056
2373,1.08,2,6,2,63.7,57.0,6.54,6.49,4.15,4593.9132658899625
2374,0.52,4,4,7,61.9,61.0,5.13,5.11,3.17,2021.7996611389299
2375,0.24,3,6,5,60.1,57.0,4.08,4.1,2.46,436.7334934660786
2376,0.36,5,7,4,62.5,55.0,4.55,4.57,2.85,922.5787593752347
2377,1.0,1,5,2,65.5,56.0,6.3,6.19,4.09,3536.059894163626
2378,0.75,4,3,4,60.8,57.0,5.9,5.87,3.58,2844.1301082716323
2379,0.78,4,3,2,59.7,59.0,6.03,5.97,3.58,2195.522141116494
2380,0.31,5,6,5,61.3,55.0,4.36,4.38,2.68,742.523521781555
2381,0.36,5,3,4,61.0,55.0,4.59,4.62,2.81,729.6132906682301
2382,0.41,5,7,6,62.1,56.0,4.76,4.78,2.96,1431.7169030950206
2383,0.34,4,6,2,62.4,59.0,4.46,4.42,2.77,557.1508622746013
2384,0.6,4,6,5,61.0,61.0,5.46,5.39,3.31,2519.870270265338
2385,1.01,4,6,3,61.7,56.0,6.44,6.39,3.96,5256.708307572517
2386,1.73,4,4,4,62.9,58.0,7.65,7.58,4.79,14857.523232666921
2387,1.02,3,3,3,64.4,59.0,6.24,6.36,4.06,4299.756267520437
2388,1.02,5,4,4,62.3,55.0,6.45,6.48,4.03,5613.57966383286
2389,0.63,3,6,3,61.0,57.6,5.48,5.51,3.36,2102.996051687429
2390,0.31,3,4,6,62.9,58.0,4.27,4.31,2.7,689.7880921586868
2391,0.76,5,6,4,62.1,55.0,5.84,5.88,3.64,3609.3003637075376
2392,0.4,5,5,8,60.9,57.0,4.81,4.84,2.94,1429.427258338547
2393,1.08,4,2,2,62.7,57.0,6.57,6.53,4.11,3621.1909775804797
2394,1.21,2,4,1,64.0,59.0,6.78,6.73,4.32,3646.4282864997567
2395,0.9,2,3,4,61.5,61.0,6.15,6.24,3.81,3751.613030382838
2396,1.5,4,5,4,61.5,58.0,7.34,7.36,4.52,12082.1019880366
2397,0.5,3,7,4,62.8,58.0,5.0,5.03,3.15,1630.7051324739166
2398,0.82,3,2,5,63.6,58.9,5.88,5.93,3.76,3256.0985357912496
2399,0.31,5,2,3,62.2,56.0,4.37,4.34,2.71,428.6422043699817
2400,0.36,3,6,4,61.3,60.0,4.55,4.59,2.8,841.8467043939057
2401,0.79,5,2,2,62.1,56.0,5.92,5.97,3.69,2053.33282665686
2402,0.3,4,7,4,61.9,58.0,4.32,4.28,2.66,640.6995004035516
2403,0.7,5,7,2,60.4,56.0,5.78,5.81,3.5,2313.349926247257
2404,1.35,3,1,5,62.1,56.0,7.04,7.1,4.39,6870.240661843073
2405,0.44,5,7,5,61.1,56.0,4.95,4.91,3.01,1498.2846144411783
2406,0.33,5,5,8,62.1,56.0,4.41,4.44,2.75,995.1053023197472
2407,0.74,5,5,3,62.5,56.0,5.8,5.76,3.61,2842.652331186598
2408,1.1,5,5,4,60.7,57.0,6.66,6.7,4.05,6883.634523925454
2409,0.4,4,5,4,59.3,59.0,4.83,4.79,2.85,1003.2469879535099
2410,1.83,1,1,1,70.0,58.0,7.34,7.28,5.12,5065.002285232954
2411,0.71,5,5,4,61.6,56.0,5.74,5.77,3.54,3018.9082416902656
2412,1.0,5,6,2,62.0,57.0,6.37,6.41,3.96,4338.464319367618
2413,2.0,3,3,3,63.3,59.0,8.02,8.0,5.07,15275.819092503385
2414,2.03,4,4,3,61.9,59.0,8.14,8.09,5.02,17487.821565011
2415,1.0,1,5,2,65.5,54.0,6.2,6.16,4.05,3536.059894163626
2416,0.9,3,4,3,62.9,56.0,6.11,6.17,3.86,3678.7962143178993
2417,0.41,5,5,6,61.2,56.0,4.78,4.8,2.93,1304.3290704531223
2418,0.41,5,5,7,61.8,57.0,4.75,4.79,2.95,1404.4896346093376
2419,1.51,4,5,4,61.6,58.0,7.32,7.35,4.52,12234.195400626453
2420,1.16,3,3,2,63.2,57.0,6.66,6.7,4.22,4509.12491522463
2421,0.54,5,4,5,61.8,56.0,5.21,5.26,3.24,1886.8420009916067
2422,1.54,3,7,3,63.0,59.0,7.31,7.35,4.62,11808.918635713904
2423,2.07,4,3,3,61.1,58.0,8.27,8.2,5.03,16752.852000263636
2424,0.41,5,1,7,62.0,57.0,4.79,4.73,2.95,899.372618181477
2425,1.54,5,5,5,60.5,56.0,7.52,7.49,4.54,14436.000956751242
2426,0.42,4,5,5,61.8,59.0,4.83,4.81,2.98,1224.0904364544983
2427,1.12,4,4,1,60.4,59.0,6.71,6.67,0.0,3368.812668359254
2428,1.0,5,4,6,62.8,53.9,6.37,6.42,4.02,6569.97810816583
2429,1.01,4,2,7,62.0,59.0,6.39,6.32,3.94,5823.547019198976
2430,1.7,2,2,1,63.6,58.0,7.52,7.48,4.77,5708.28297717881
2431,0.31,5,5,7,60.6,56.0,4.44,4.41,2.68,829.6898372960827
2432,0.3,3,5,8,62.5,56.0,4.27,4.3,2.68,791.9704853047713
2433,1.16,5,1,3,60.7,57.0,6.83,6.77,4.13,4243.257581752139
2434,0.3,4,6,4,59.1,58.0,4.37,4.39,2.59,613.9225063148085
2435,1.0,3,6,6,61.7,55.0,6.38,6.42,3.95,7000.073073326581
2436,0.94,1,3,3,68.4,53.0,6.05,5.97,4.11,3318.9604079675614
2437,0.5,5,2,4,62.4,55.0,5.09,5.11,3.18,1210.3920760579563
2438,1.2,5,6,2,62.0,57.0,6.8,6.82,4.22,6115.210130212034
2439,0.4,3,4,7,60.9,57.0,4.76,4.8,2.91,1200.217327737997
2440,0.62,5,7,3,60.8,59.0,5.48,5.5,3.34,2236.280114436021
2441,1.02,2,4,4,63.7,57.0,6.24,6.31,4.0,5142.323564039659
2442,0.96,3,2,2,62.7,58.0,6.2,6.24,3.9,2822.215355764023
2443,1.51,3,5,5,59.6,63.0,7.34,7.43,4.4,13247.436484307236
2444,0.7,5,5,3,60.7,57.0,5.73,5.75,3.49,2560.277368117301
2445,0.52,5,7,2,61.7,55.0,5.17,5.2,3.2,1321.8841779967388
2446,0.4,4,4,3,59.3,59.0,4.82,4.8,2.85,821.4931337065664
2447,0.5,5,6,4,62.9,54.0,5.14,5.1,3.22,1640.832360503615
2448,1.25,5,2,2,61.4,55.0,6.92,6.99,4.27,4871.372923606959
2449,0.91,3,4,4,62.3,59.0,6.13,6.17,3.83,4312.265145306012
2450,0.44,5,2,5,61.1,56.0,4.92,4.96,3.02,1059.047278791916
2451,0.42,3,6,3,62.3,58.0,4.76,4.81,2.98,980.1885251409622
2452,1.29,5,4,4,61.3,57.0,6.99,7.07,4.31,8734.87419236088
2453,1.12,5,5,5,61.8,56.0,6.67,6.69,4.13,7926.162559630743
2454,0.6,5,4,5,62.2,55.0,5.41,5.45,3.38,2300.825266991586
2455,0.3,3,6,3,63.2,57.0,4.3,4.25,2.7,520.2269451645205
2456,0.31,4,3,3,62.3,55.0,4.36,4.34,2.71,469.4501415942882
2457,1.71,4,4,5,62.7,58.0,7.66,7.62,4.79,16178.977500798672
2458,0.74,5,4,3,61.3,57.0,5.81,5.83,3.57,2672.2964744656524
2459,0.3,3,5,3,63.5,57.0,4.27,4.24,2.7,494.61091341143003
2460,0.71,2,5,2,64.1,60.0,0.0,0.0,0.0,1982.8457874823544
2461,0.31,5,7,2,61.3,56.0,4.36,4.41,2.69,499.1812175011483
2462,0.32,4,4,4,61.7,60.0,4.4,4.32,2.69,619.6055052849928
2463,1.54,4,4,3,61.0,59.0,7.43,7.38,4.52,10395.776575945461
2464,1.02,5,1,2,61.6,55.0,6.49,6.43,3.98,2741.6981405793817
2465,1.0,3,5,6,62.9,55.0,6.29,6.36,3.98,6655.388708575758
2466,1.0,4,7,3,62.5,59.0,6.32,6.38,3.97,5384.170622134978
2467,1.01,5,3,5,61.5,56.0,6.48,6.43,3.97,5663.629709037552
2468,0.7,4,4,6,61.8,58.0,5.67,5.63,3.49,3285.9025636042816
2469,0.29,5,4,4,61.6,56.0,4.26,4.29,2.63,525.8954114946746
2470,0.41,4,4,7,60.0,59.0,4.84,4.83,2.9,1292.4260968971948
2471,0.35,5,7,3,62.3,55.0,4.54,4.51,2.82,762.0872481921413
2472,1.05,5,5,3,61.8,57.0,6.51,6.54,4.03,5493.079196781098
2473,0.3,3,3,7,62.2,58.0,4.26,4.29,2.66,644.8145169225987
2474,1.22,5,4,6,60.0,58.0,6.95,6.99,4.18,9553.323252779544
2475,1.01,3,4,2,60.8,63.0,6.4,6.36,3.88,3762.4788232321953
2476,1.22,3,6,4,59.5,60.0,6.91,7.0,4.14,8378.715791288127
2477,1.03,3,5,3,60.6,63.0,6.47,6.5,3.93,5045.006363106676
2478,1.57,4,5,3,62.0,58.0,7.47,7.41,4.61,11467.563319188446
2479,0.31,5,5,8,61.2,57.0,4.35,4.38,2.67,884.6046634683927
2480,0.42,5,7,3,61.9,57.0,4.82,4.77,2.97,1074.1873891749076
2481,0.34,5,6,3,63.0,55.0,4.47,4.42,2.8,691.4522329393151
2482,1.01,4,5,4,63.0,58.0,6.43,6.36,4.03,5737.854740133209
2483,0.34,3,6,4,62.8,58.0,4.43,4.45,2.79,755.957529485144
2484,0.4,5,6,2,61.2,55.0,4.74,4.77,2.91,772.9123388659843
2485,0.39,3,2,6,63.0,56.0,4.62,4.68,2.93,877.116980979778
2486,1.57,5,6,4,62.3,57.0,7.39,7.44,4.62,14146.16843897159
2487,1.35,4,3,4,61.5,58.0,7.09,7.15,4.38,8601.093284668239
2488,0.35,3,7,3,60.1,61.0,4.56,4.59,2.75,725.7300226762927
2489,2.5,1,3,2,64.9,58.0,8.46,8.43,5.48,17229.97572531849
2490,0.51,3,4,4,62.7,57.0,5.05,5.12,3.19,1449.632723950584
2491,0.62,4,1,6,60.9,58.0,5.5,5.56,3.37,1781.0828352738497
2492,0.56,5,4,3,61.5,56.0,5.31,5.32,3.27,1581.2277249673284
2493,0.35,5,5,7,61.8,55.0,4.53,4.57,2.81,1042.6692468196243
2494,0.72,4,5,5,62.2,58.0,5.75,5.7,3.56,3376.9481260660364
2495,1.51,5,2,2,61.2,58.0,7.33,7.42,4.51,6952.798574253543
2496,1.01,2,7,2,63.9,57.0,6.29,6.36,4.04,4226.026980295882
2497,1.51,1,4,2,65.5,55.0,7.14,7.08,4.66,7221.746888008103
2498,0.75,3,3,6,60.6,57.0,5.86,5.89,3.56,3361.3151374547006
2499,0.5,2,7,2,61.9,63.0,5.05,5.07,3.13,1124.7190964859815
2500,0.36,5,4,6,61.5,55.0,4.58,4.62,2.83,959.8647211216258
2501,0.63,5,5,3,62.6,56.0,5.53,5.49,3.45,2099.6113619129706
2502,0.47,5,3,2,62.4,53.0,4.98,5.02,3.12,864.214154653121
2503,1.01,2,5,3,58.8,64.0,6.58,6.51,3.85,4677.113960124763
2504,1.01,3,4,4,63.2,55.0,6.39,6.34,4.02,5247.525380549369
2505,0.9,5,4,2,62.7,55.0,6.11,6.17,3.85,3179.945456777732
2506,1.51,5,2,3,61.2,60.0,7.39,7.37,4.52,8446.471341103075
2507,1.0,2,2,3,57.6,61.0,6.56,6.52,3.77,3561.500944290598
2508,0.31,4,2,5,62.3,59.0,4.29,4.35,2.69,536.164880410706
2509,1.63,4,2,3,61.7,58.0,7.54,7.51,4.64,9548.335064596762
2510,0.4,3,6,6,61.4,56.0,4.74,4.81,2.93,1247.087091896673
2511,0.42,3,4,5,60.6,58.0,4.82,4.95,2.96,1119.4855785480586
2512,0.7,4,3,5,61.9,56.0,5.7,5.67,3.52,2780.031485966906
2513,0.32,3,7,3,60.1,60.0,4.38,4.4,2.64,613.0609338519422
2514,0.75,3,6,4,62.8,55.0,5.77,5.79,3.63,3352.458812376275
2515,0.32,5,4,8,61.4,55.0,4.42,4.44,2.72,882.814510589928
2516,0.25,5,6,4,60.6,57.0,4.08,4.11,2.48,444.95071765437154
2517,1.02,5,5,2,61.6,56.0,6.52,6.49,4.01,4281.52530088973
2518,0.4,4,7,3,61.1,58.0,4.75,4.74,2.9,959.2085129824117
2519,0.48,2,5,5,59.0,60.9,5.09,5.15,3.02,1472.9525856043447
2520,0.31,5,6,5,60.1,55.0,4.42,4.53,2.69,742.523521781555
2521,1.0,5,3,2,62.5,54.0,6.32,6.38,3.97,3580.685235370997
2522,0.9,4,2,4,61.6,58.0,6.15,6.09,3.77,3583.0804423214413
2523,1.02,3,7,3,62.7,57.0,6.42,6.5,4.05,5436.940162194364
2524,0.36,4,5,4,62.0,59.0,4.51,4.56,2.81,822.734599361441
2525,0.31,3,6,3,63.1,57.0,4.31,4.28,2.71,553.3545246688667
2526,0.7,1,5,4,65.5,57.0,5.55,5.41,3.59,2519.791266533145
2527,1.74,4,1,4,61.9,62.0,7.62,7.54,4.7,10231.029721221912
2528,1.79,4,4,5,61.7,59.0,7.85,7.74,4.81,17633.39360666082
2529,0.36,5,6,5,62.4,55.0,4.61,4.59,2.87,983.9543451469738
2530,1.52,2,6,1,57.3,58.0,7.53,7.42,4.28,6268.07044417698
2531,0.94,4,6,3,62.0,58.0,6.24,6.27,3.88,4591.826967224828
2532,0.33,5,2,3,61.5,57.0,4.49,4.46,2.75,482.18616516691486
2533,1.06,5,4,2,62.2,55.0,6.56,6.53,4.07,4327.244049577092
2534,0.75,5,6,3,62.1,55.0,5.81,5.85,3.62,3066.3959828978855
2535,0.79,4,3,5,60.0,60.0,6.07,5.99,3.64,3490.9747319918815
2536,0.33,5,6,3,59.6,57.0,4.53,4.49,2.69,653.6614699013709
2537,0.82,5,5,2,62.4,54.0,5.97,6.02,3.74,2838.8557556977557
2538,0.32,5,4,5,61.9,55.0,4.4,4.42,2.73,704.5329450179894
2539,0.3,4,5,4,62.2,60.0,4.22,4.27,2.64,583.6928948695115
2540,0.7,5,5,4,62.0,56.0,5.71,5.74,3.55,2939.35361093505
2541,1.52,1,1,5,65.4,58.0,7.22,7.17,4.7,7732.009133419329
2542,0.31,5,4,8,62.0,54.0,4.36,4.38,2.71,831.5916433212548
2543,0.51,5,7,4,61.6,57.0,5.19,5.14,3.18,1777.4470657397057
2544,0.74,4,3,4,59.9,57.0,5.91,5.87,3.53,2773.154828488025
2545,0.67,2,5,4,58.1,62.0,5.76,5.83,3.36,2479.454247293873
2546,0.32,5,3,5,62.1,55.0,4.39,4.4,2.73,650.5784564755481
2547,0.72,5,3,5,62.3,55.0,5.72,5.74,3.57,2994.7278704302294
2548,0.5,3,6,4,62.8,60.0,5.02,5.08,3.17,1562.5524623606516
2549,0.86,5,6,2,61.8,57.0,6.1,6.13,3.78,3265.9955114878726
2550,0.51,4,7,3,61.9,60.0,5.15,5.12,3.18,1515.507694725543
2551,2.0,1,2,5,58.5,68.0,8.26,8.15,4.8,15705.643356861854
2552,1.79,3,5,4,62.8,59.0,7.7,7.8,4.87,16394.825159852655
2553,0.7,3,5,4,63.4,56.0,5.69,5.63,3.59,2799.1245986308763
2554,0.7,3,4,4,62.2,61.0,5.54,5.59,3.46,2631.3772931172984
2555,0.28,3,6,8,59.6,55.0,4.24,4.31,2.55,731.5197785194911
2556,0.32,4,7,3,60.8,58.0,4.41,4.44,2.69,630.1726288358195
2557,1.5,2,2,1,62.6,63.0,7.19,7.25,4.52,4509.888020445229
2558,0.9,1,2,6,60.9,66.0,6.1,6.12,3.72,3812.0506767071647
2559,0.41,4,2,6,62.4,60.0,4.73,4.7,2.94,990.6140187487669
2560,1.0,4,1,3,58.7,58.0,6.55,6.51,3.83,3141.014622972912
2561,0.91,3,3,4,58.3,59.0,6.35,6.47,3.74,3982.0235831198156
2562,1.07,3,1,6,60.0,60.0,6.57,6.59,3.95,4840.783859964109
2563,2.2,5,1,3,61.5,57.0,8.41,8.37,5.16,14158.79876362101
2564,1.52,3,7,3,60.6,57.8,7.4,7.46,4.51,11521.837165964467
2565,0.31,5,3,6,62.3,55.0,4.36,4.37,2.72,668.8730062321031
2566,0.9,2,3,2,64.1,58.0,6.05,6.02,3.87,2689.908777211026
2567,0.41,4,1,5,61.3,59.0,4.78,4.74,2.92,749.0852522809495
2568,1.58,4,4,4,58.2,58.0,7.68,7.64,4.46,12525.304940118427
2569,0.9,4,4,3,61.9,59.0,6.18,6.13,3.81,3781.4784033977426
2570,1.2,2,2,3,65.0,59.0,6.51,6.57,4.25,5020.054344127965
2571,1.16,3,5,4,60.2,63.0,6.79,6.7,4.07,7244.584572945613
2572,0.3,4,3,6,62.1,52.0,4.31,4.29,2.67,615.5443300546902
2573,0.4,4,7,3,60.9,60.0,4.74,4.78,2.9,959.2085129824117
2574,0.24,3,5,6,61.4,57.0,4.03,4.06,2.48,453.20082285073875
2575,0.72,3,3,5,60.6,63.0,5.83,5.76,3.51,2851.8570944106605
2576,0.33,2,2,6,63.7,56.0,4.4,4.36,2.79,616.0482647136823
2577,0.86,3,6,4,62.3,56.0,6.05,6.08,3.78,4337.769413406569
2578,0.7,5,7,5,62.5,57.0,5.65,5.68,3.54,3591.1549241559646
2579,0.52,5,6,3,60.1,59.0,5.18,5.23,3.13,1538.7506128397451
2580,0.41,4,6,5,62.3,59.0,4.76,4.74,2.96,1230.3800261165925
2581,1.06,5,4,4,61.8,57.0,6.52,6.56,4.04,6035.202866199807
2582,0.72,5,1,3,62.6,56.0,5.67,5.74,3.57,1728.7893490424415
2583,1.54,5,3,2,60.9,56.0,7.45,7.43,4.53,8072.598544042278
2584,0.76,5,7,3,61.2,57.0,5.88,5.91,3.61,3280.945657304546
2585,1.01,3,7,4,60.4,58.0,6.47,6.57,3.94,6127.222262227888
2586,1.0,1,4,6,65.5,54.0,6.3,6.22,4.1,5632.181645883648
2587,2.02,3,3,2,59.9,55.0,8.17,8.28,4.93,12812.23030986307
2588,0.32,3,5,4,63.2,58.0,4.35,4.32,2.74,641.2073360426951
2589,0.32,5,7,3,62.0,57.0,4.4,4.37,2.72,643.7737250147158
2590,2.43,4,2,2,62.2,60.0,8.59,8.53,5.33,16668.98348196121
2591,0.92,3,6,3,63.3,57.0,6.22,6.17,3.92,4289.879134277996
2592,0.41,5,1,5,62.7,57.0,4.72,4.75,2.97,765.2528547699499
2593,0.38,4,3,4,60.5,59.0,4.69,4.66,2.83,790.7280192757771
2594,1.71,3,6,3,63.4,56.0,7.58,7.5,4.78,13781.17628974459
2595,0.9,3,2,3,61.4,55.0,6.19,6.28,3.83,3036.2382444272025
2596,0.43,3,5,5,63.4,57.0,4.8,4.76,3.03,1244.7935802350846
2597,0.7,3,4,4,58.2,60.0,5.84,5.78,3.38,2631.3772931172984
2598,0.51,5,6,4,62.0,54.0,5.16,5.13,3.19,1703.161555071463
2599,0.4,2,6,3,63.5,58.0,4.65,4.67,2.96,860.1326133741044
2600,0.9,4,2,3,60.9,56.0,6.26,6.21,3.8,3120.9854202268093
2601,0.78,2,6,2,63.7,54.0,5.82,5.77,3.69,2489.4357770918114
2602,1.12,4,5,2,60.5,59.0,6.73,6.79,4.09,4998.00231855165
2603,0.4,4,6,3,60.8,62.0,4.76,4.72,2.88,919.1199524859156
2604,0.51,3,1,3,62.6,59.0,5.06,5.1,3.18,860.1088106726637
2605,1.01,1,6,2,67.6,57.0,6.21,6.11,4.18,3789.5239476654083
2606,0.52,5,6,4,61.7,55.0,5.16,5.21,3.2,1766.5789755837889
2607,0.41,5,6,4,61.8,56.0,4.78,4.74,2.94,1129.2774522418474
2608,1.05,4,4,2,60.1,60.0,6.58,6.66,3.98,4160.900934676283
2609,2.02,3,4,2,62.8,55.0,8.06,8.11,5.08,13874.788294339778
2610,0.9,3,2,2,60.9,63.0,6.21,6.13,3.76,2499.3103136712484
2611,0.64,4,7,4,60.9,59.0,5.6,5.63,3.42,2667.9436684874454
2612,1.22,4,2,3,62.1,58.0,6.89,6.8,4.25,5533.888359572172
2613,1.32,3,3,3,62.4,58.0,7.02,7.09,4.4,6986.473220308058
2614,2.2,4,2,2,63.0,59.0,8.22,8.19,5.17,13823.146709735904
2615,1.0,5,4,4,62.6,57.0,6.47,6.4,4.03,5408.144132454581
2616,0.54,4,3,5,61.9,56.0,5.29,5.24,3.26,1705.5332680897843
2617,2.25,5,2,2,62.4,57.0,8.39,8.32,5.21,14731.791917147018
2618,1.13,3,3,2,62.5,62.0,6.59,6.66,4.14,4292.080686182101
2619,0.62,4,5,2,61.7,60.0,5.48,5.45,3.37,1641.5981233425632
2620,0.9,1,7,2,64.7,59.0,6.09,5.99,3.91,3183.0355426750652
2621,0.38,5,7,4,61.8,56.0,4.65,4.67,2.88,1021.4369277557538
2622,0.4,3,7,3,63.1,57.0,4.73,4.69,2.97,933.1621841686449
2623,0.61,4,7,5,62.4,57.0,5.46,5.44,3.4,2712.9026455458797
